Frame	 PSNR-Y 	 PSNR-U 	 PSNR-V 	 PSNR-All 	 Frame	  SSIM-Y	  SSIM-U	  SSIM-V	  SSIM-All	 Frame 
10428	 44.021652	 44.870069	 44.342150	 44.205427	     	  0.976136	  0.984059	  0.982913	  0.978586	     
10429	 43.993960	 45.199682	 44.355928	 44.233816	     	  0.977515	  0.986116	  0.985034	  0.980202	     
10430	 44.200741	 45.315558	 44.625001	 44.438362	     	  0.977243	  0.986007	  0.985022	  0.980000	     
10431	 44.165280	 45.311311	 44.350170	 44.367988	     	  0.978112	  0.986681	  0.985396	  0.980754	     
10432	 44.401119	 45.136253	 44.485489	 44.529641	     	  0.977348	  0.984626	  0.983940	  0.979660	     
10433	 44.134157	 45.327344	 44.472513	 44.368504	     	  0.977944	  0.986488	  0.985198	  0.980577	     
10434	 44.330759	 45.490798	 44.739793	 44.572073	     	  0.977675	  0.986334	  0.985230	  0.980377	     
10435	 44.257916	 45.402530	 44.414698	 44.455717	     	  0.978150	  0.987053	  0.985727	  0.980897	     
10436	 44.766376	 45.459952	 44.730065	 44.868324	     	  0.978452	  0.985759	  0.984844	  0.980735	     
10437	 44.425619	 45.508972	 44.648355	 44.626166	     	  0.979056	  0.987570	  0.986099	  0.981649	     
10438	 44.568243	 45.631679	 44.997277	 44.799592	     	  0.978772	  0.987622	  0.986297	  0.981501	     
10439	 44.431466	 45.363484	 44.608853	 44.603601	     	  0.978831	  0.987855	  0.986594	  0.981629	     
10440	 44.897649	 45.640222	 44.855414	 45.005667	     	  0.979567	  0.986913	  0.985923	  0.981850	     
10441	 44.503773	 45.317106	 44.772465	 44.674114	     	  0.979681	  0.987941	  0.986623	  0.982214	     
10442	 44.520905	 45.420873	 44.782733	 44.702470	     	  0.978609	  0.987438	  0.986363	  0.981373	     
10443	 44.606284	 45.381732	 44.731590	 44.747501	     	  0.979184	  0.988119	  0.987126	  0.981997	     
10444	 44.885141	 45.552123	 44.937529	 44.998331	     	  0.978907	  0.987231	  0.986242	  0.981517	     
10445	 44.568241	 45.236707	 44.758257	 44.704607	     	  0.978969	  0.988137	  0.987252	  0.981877	     
10446	 44.613492	 45.315203	 44.910200	 44.772148	     	  0.978133	  0.987525	  0.986723	  0.981130	     
10447	 44.415091	 45.054868	 44.674820	 44.558603	     	  0.978078	  0.987728	  0.986687	  0.981121	     
10448	 44.347901	 45.302182	 44.844575	 44.574729	     	  0.977331	  0.986635	  0.985349	  0.980218	     
10449	 44.359476	 45.159014	 44.702954	 44.539924	     	  0.977828	  0.987453	  0.986581	  0.980891	     
10450	 44.463693	 45.446938	 44.976649	 44.697141	     	  0.977479	  0.987270	  0.986312	  0.980583	     
10451	 44.403457	 45.215269	 44.710383	 44.579786	     	  0.977849	  0.987572	  0.986593	  0.980927	     
10452	 44.344593	 45.462338	 44.822194	 44.591086	     	  0.976436	  0.986891	  0.985473	  0.979685	     
10453	 38.328899	 39.450981	 40.990374	 38.856092	     	  0.967875	  0.951179	  0.948731	  0.961902	     
10454	 39.258076	 39.709182	 41.132359	 39.596009	     	  0.970594	  0.952449	  0.949274	  0.964017	     
10455	 39.461283	 39.564144	 41.119203	 39.715199	     	  0.972852	  0.952823	  0.950469	  0.965783	     
10456	 40.389413	 39.614725	 40.970745	 40.339043	     	  0.973456	  0.951727	  0.948411	  0.965660	     
10457	 40.604788	 40.161900	 41.602530	 40.676234	     	  0.976345	  0.957079	  0.953710	  0.969361	     
10458	 40.099615	 40.241832	 41.661396	 40.348569	     	  0.973303	  0.956797	  0.953327	  0.967223	     
10459	 40.042911	 40.096719	 41.605369	 40.276718	     	  0.973924	  0.956776	  0.954003	  0.967746	     
10460	 40.087781	 40.160943	 41.658919	 40.326009	     	  0.969751	  0.955131	  0.951943	  0.964346	     
10461	 39.905060	 40.435985	 41.975669	 40.278440	     	  0.970878	  0.957608	  0.955333	  0.966076	     
10462	 39.857328	 40.301125	 42.011668	 40.225916	     	  0.966302	  0.955556	  0.954149	  0.962486	     
10463	 39.946231	 40.587241	 42.322727	 40.370685	     	  0.964775	  0.956121	  0.955917	  0.961856	     
10464	 42.713451	 41.918017	 43.479674	 42.685127	     	  0.978203	  0.963321	  0.964753	  0.973481	     
10465	 38.599197	 39.895894	 42.143440	 39.234034	     	  0.955205	  0.947408	  0.956900	  0.954188	     
10466	 37.398346	 38.270257	 40.815545	 37.958963	     	  0.935097	  0.923596	  0.946190	  0.935029	     
10467	 32.330705	 34.821642	 37.843492	 33.259705	     	  0.884557	  0.855689	  0.904082	  0.883000	     
10468	 44.353832	 43.834753	 44.965622	 44.357046	     	  0.981161	  0.980758	  0.982791	  0.981366	     
10469	 44.760063	 43.895508	 45.083266	 44.653848	     	  0.982409	  0.981261	  0.983156	  0.982342	     
10470	 44.873406	 43.975339	 45.108053	 44.747054	     	  0.982715	  0.981465	  0.983251	  0.982596	     
10471	 45.046822	 43.950533	 45.107799	 44.853439	     	  0.983622	  0.981571	  0.983373	  0.983239	     
10472	 45.060242	 44.312511	 45.304463	 44.964884	     	  0.983252	  0.982799	  0.984245	  0.983342	     
10473	 44.392578	 43.700851	 44.917569	 44.350225	     	  0.981719	  0.981263	  0.983293	  0.981905	     
10474	 44.877326	 43.687536	 44.837346	 44.648638	     	  0.982050	  0.980744	  0.982964	  0.981985	     
10475	 44.465449	 43.505153	 44.629645	 44.315789	     	  0.981308	  0.980007	  0.982720	  0.981326	     
10476	 45.008658	 43.579776	 44.492310	 44.650464	     	  0.981545	  0.979796	  0.982068	  0.981340	     
10477	 42.465209	 41.859542	 42.834354	 42.416147	     	  0.973144	  0.971472	  0.973747	  0.972966	     
10478	 42.572741	 41.480322	 42.567328	 42.369646	     	  0.972730	  0.969354	  0.972288	  0.972094	     
10479	 41.041489	 40.847044	 41.995358	 41.152482	     	  0.967125	  0.965911	  0.969482	  0.967316	     
10480	 42.798763	 41.937148	 42.544249	 42.600818	     	  0.972598	  0.970663	  0.973546	  0.972434	     
10481	 41.391978	 41.691614	 42.346103	 41.587326	     	  0.963469	  0.968478	  0.972067	  0.965737	     
10482	 41.921276	 41.875058	 42.534023	 42.009673	     	  0.964691	  0.969347	  0.972833	  0.966824	     
10483	 41.690105	 41.984197	 42.572158	 41.874394	     	  0.964319	  0.970379	  0.974182	  0.966973	     
10484	 42.349736	 42.658865	 42.992214	 42.501628	     	  0.966693	  0.972759	  0.975507	  0.969173	     
10485	 42.118128	 42.668098	 43.144354	 42.363350	     	  0.966649	  0.973271	  0.976233	  0.969350	     
10486	 42.412530	 42.831526	 43.203194	 42.603725	     	  0.967383	  0.973654	  0.976164	  0.969892	     
10487	 42.162686	 42.689849	 43.087305	 42.390077	     	  0.966854	  0.973037	  0.975769	  0.969370	     
10488	 42.349471	 42.672548	 43.014819	 42.507001	     	  0.966776	  0.972231	  0.975000	  0.969056	     
10489	 42.186529	 42.710788	 43.107386	 42.412935	     	  0.966851	  0.973440	  0.976173	  0.969503	     
10490	 42.706967	 43.050694	 43.301491	 42.857220	     	  0.968548	  0.974697	  0.976856	  0.970958	     
10491	 42.068320	 42.904946	 43.092997	 42.356639	     	  0.966542	  0.974932	  0.976845	  0.969658	     
10492	 42.805613	 43.016340	 43.351857	 42.927127	     	  0.968626	  0.974650	  0.976868	  0.971004	     
10493	 41.856848	 42.392175	 42.754788	 42.081710	     	  0.966465	  0.973696	  0.975599	  0.969193	     
10494	 42.035076	 42.247196	 42.733467	 42.179476	     	  0.967003	  0.971823	  0.973455	  0.968882	     
10495	 41.188403	 41.847420	 42.470769	 41.485295	     	  0.964514	  0.970540	  0.972174	  0.966795	     
10496	 41.967356	 42.077136	 42.575341	 42.081467	     	  0.966186	  0.970520	  0.972007	  0.967878	     
10497	 41.604851	 42.118553	 42.654461	 41.847662	     	  0.965472	  0.971478	  0.973321	  0.967781	     
10498	 42.168885	 42.601266	 42.918480	 42.356205	     	  0.966775	  0.973100	  0.974597	  0.969133	     
10499	 42.088259	 42.659865	 43.105732	 42.335615	     	  0.966950	  0.973586	  0.975596	  0.969497	     
10500	 42.305098	 42.874182	 43.172440	 42.530795	     	  0.966587	  0.973275	  0.975602	  0.969204	     
10501	 42.381611	 42.920235	 43.223801	 42.598982	     	  0.967969	  0.974037	  0.976213	  0.970354	     
10502	 42.542591	 43.036211	 43.262540	 42.735137	     	  0.968062	  0.974074	  0.976096	  0.970403	     
10503	 42.331303	 42.904629	 43.209222	 42.559172	     	  0.967634	  0.973719	  0.976005	  0.970044	     
10504	 42.719483	 43.039782	 43.366848	 42.873896	     	  0.968876	  0.973763	  0.976145	  0.970902	     
10505	 42.277556	 42.963442	 43.220112	 42.531815	     	  0.968804	  0.974608	  0.976210	  0.971006	     
10506	 42.601346	 43.054862	 43.199129	 42.769408	     	  0.969139	  0.974529	  0.975814	  0.971150	     
10507	 42.108598	 42.754689	 42.758408	 42.314025	     	  0.966897	  0.974155	  0.975046	  0.969465	     
10508	 42.987281	 43.031362	 43.108400	 43.014584	     	  0.970343	  0.974800	  0.975739	  0.971985	     
10509	 42.280267	 42.505097	 42.639041	 42.375208	     	  0.970328	  0.973413	  0.973650	  0.971396	     
10510	 42.844942	 42.449433	 42.755334	 42.761643	     	  0.972653	  0.972445	  0.973657	  0.972785	     
10511	 42.565613	 42.568753	 43.031408	 42.640390	     	  0.970618	  0.972046	  0.972854	  0.971229	     
10512	 44.671910	 44.201995	 44.696547	 44.593994	     	  0.978638	  0.979970	  0.980079	  0.979100	     
10513	 42.500083	 42.927356	 43.188484	 42.677585	     	  0.972325	  0.977282	  0.976977	  0.973927	     
10514	 43.676221	 43.580861	 44.021626	 43.715668	     	  0.976272	  0.978653	  0.978831	  0.977096	     
10515	 42.682050	 43.097615	 43.232311	 42.836969	     	  0.973085	  0.976976	  0.977173	  0.974415	     
10516	 43.766658	 44.069573	 44.481005	 43.928171	     	  0.975419	  0.979028	  0.979562	  0.976711	     
10517	 42.760459	 43.329143	 43.524428	 42.971080	     	  0.972735	  0.977756	  0.978323	  0.974503	     
10518	 42.762708	 43.172013	 43.341652	 42.920995	     	  0.971342	  0.976565	  0.977013	  0.973158	     
10519	 42.619806	 43.230889	 43.529966	 42.858084	     	  0.972364	  0.976873	  0.977170	  0.973917	     
10520	 43.429320	 43.582653	 43.902423	 43.530302	     	  0.974389	  0.977270	  0.978247	  0.975512	     
10521	 42.756896	 43.179307	 43.577463	 42.952960	     	  0.972509	  0.976620	  0.977246	  0.973984	     
10522	 43.385590	 43.394452	 43.707245	 43.439065	     	  0.974274	  0.977153	  0.977547	  0.975299	     
10523	 41.872770	 42.668891	 42.775209	 42.137734	     	  0.968471	  0.975443	  0.975371	  0.970783	     
10524	 43.541091	 43.635283	 44.092236	 43.644100	     	  0.975281	  0.978046	  0.978334	  0.976250	     
10525	 42.594454	 42.834309	 43.182213	 42.726967	     	  0.972515	  0.975483	  0.976321	  0.973644	     
10526	 43.051579	 43.204012	 43.672668	 43.174727	     	  0.973083	  0.976406	  0.976717	  0.974243	     
10527	 42.360315	 42.993617	 43.231091	 42.596334	     	  0.971105	  0.976185	  0.975978	  0.972764	     
10528	 42.810509	 43.157295	 43.468778	 42.970782	     	  0.971342	  0.976226	  0.976395	  0.972998	     
10529	 42.498419	 43.137412	 43.379826	 42.736833	     	  0.971407	  0.976401	  0.976150	  0.973030	     
10530	 42.946950	 43.069401	 43.240336	 43.014884	     	  0.972873	  0.975750	  0.976028	  0.973879	     
10531	 42.417511	 43.053346	 43.314020	 42.657612	     	  0.970731	  0.975804	  0.975777	  0.972418	     
10532	 43.387953	 43.662031	 43.986417	 43.527620	     	  0.973657	  0.978125	  0.978312	  0.975178	     
10533	 42.697249	 43.210661	 43.514487	 42.907101	     	  0.972657	  0.977323	  0.977750	  0.974283	     
10534	 42.885882	 43.459375	 43.744282	 43.110970	     	  0.971006	  0.977381	  0.977730	  0.973189	     
10535	 42.269460	 43.332432	 43.603731	 42.632859	     	  0.968740	  0.976951	  0.977370	  0.971547	     
10536	 42.559570	 43.461516	 43.657965	 42.867741	     	  0.969103	  0.976881	  0.977171	  0.971744	     
10537	 42.545612	 43.368554	 43.607727	 42.837164	     	  0.969429	  0.976957	  0.977333	  0.972001	     
10538	 42.753337	 43.509730	 43.740144	 43.024444	     	  0.969655	  0.977199	  0.977452	  0.972212	     
10539	 42.530094	 43.292641	 43.634393	 42.818537	     	  0.968816	  0.976679	  0.977132	  0.971512	     
10540	 42.622897	 43.494271	 43.756023	 42.931414	     	  0.968340	  0.977044	  0.977182	  0.971264	     
10541	 42.514768	 43.287614	 43.659573	 42.810323	     	  0.968611	  0.976801	  0.977064	  0.971385	     
10542	 42.694470	 43.448138	 43.711739	 42.969464	     	  0.969003	  0.977114	  0.977122	  0.971708	     
10543	 42.505291	 43.439304	 43.689861	 42.829993	     	  0.968681	  0.977103	  0.977042	  0.971478	     
10544	 42.872442	 43.525858	 43.792966	 43.118648	     	  0.969753	  0.977213	  0.977199	  0.972237	     
10545	 42.524274	 43.483584	 43.692044	 42.850328	     	  0.969853	  0.977590	  0.977586	  0.972431	     
10546	 42.375796	 43.368869	 43.628754	 42.718308	     	  0.968832	  0.977014	  0.977089	  0.971572	     
10547	 42.607906	 43.396143	 43.618898	 42.887159	     	  0.969674	  0.976793	  0.976773	  0.972044	     
10548	 42.588185	 43.389084	 43.615324	 42.871584	     	  0.968353	  0.976497	  0.976462	  0.971062	     
10549	 42.533602	 43.364224	 43.614718	 42.828933	     	  0.968753	  0.976650	  0.976693	  0.971393	     
10550	 42.753785	 43.307099	 43.654513	 42.981831	     	  0.969303	  0.976391	  0.976697	  0.971717	     
10551	 42.672018	 43.316315	 43.644378	 42.924196	     	  0.969347	  0.976433	  0.976655	  0.971746	     
10552	 42.818210	 43.365331	 43.713866	 43.044574	     	  0.969308	  0.976378	  0.976621	  0.971705	     
10553	 42.984559	 43.374357	 43.712400	 43.161956	     	  0.972654	  0.976984	  0.977101	  0.974117	     
10554	 42.952638	 43.308770	 43.587974	 43.110985	     	  0.972741	  0.976906	  0.976433	  0.974051	     
10555	 42.080560	 42.507865	 42.329239	 42.190037	     	  0.971061	  0.973444	  0.971627	  0.971552	     
10556	 43.513164	 43.295686	 43.544464	 43.481310	     	  0.974745	  0.975988	  0.975155	  0.975021	     
10557	 42.596083	 42.957332	 42.971749	 42.715461	     	  0.972101	  0.974681	  0.973147	  0.972705	     
10558	 43.113206	 43.220167	 43.666938	 43.218734	     	  0.972600	  0.975074	  0.974592	  0.973344	     
10559	 42.769232	 43.289567	 43.668213	 42.991913	     	  0.969851	  0.975288	  0.974581	  0.971545	     
10560	 44.078320	 44.581378	 44.970845	 44.297387	     	  0.975902	  0.980156	  0.980280	  0.977341	     
10561	 43.531969	 44.575763	 44.844009	 43.889674	     	  0.974682	  0.980747	  0.980603	  0.976680	     
10562	 43.529002	 44.593349	 44.781408	 43.881595	     	  0.974596	  0.980738	  0.980270	  0.976565	     
10563	 43.171627	 44.512788	 44.631505	 43.590103	     	  0.973721	  0.980754	  0.980077	  0.975952	     
10564	 44.025805	 44.730349	 45.040096	 44.293012	     	  0.976398	  0.981172	  0.980594	  0.977893	     
10565	 43.660888	 44.100709	 44.469250	 43.857937	     	  0.975625	  0.980056	  0.979635	  0.977032	     
10566	 44.703097	 44.451642	 45.015923	 44.710261	     	  0.979881	  0.981397	  0.980961	  0.980314	     
10567	 44.611614	 44.275129	 44.553696	 44.544113	     	  0.981028	  0.980928	  0.980350	  0.980898	     
10568	 45.461209	 44.993660	 45.678409	 45.414496	     	  0.983394	  0.983222	  0.982830	  0.983271	     
10569	 46.007057	 45.359668	 46.336642	 45.944060	     	  0.985059	  0.984821	  0.984645	  0.984951	     
10570	 46.027020	 45.371834	 46.387166	 45.967172	     	  0.985159	  0.984857	  0.984777	  0.985045	     
10571	 46.041513	 45.367512	 46.373348	 45.973771	     	  0.985180	  0.984842	  0.984787	  0.985058	     
10572	 46.017989	 45.358593	 46.380875	 45.957750	     	  0.985128	  0.984775	  0.984707	  0.984999	     
10573	 46.014844	 45.347675	 46.391130	 45.955140	     	  0.985116	  0.984742	  0.984696	  0.984984	     
10574	 41.930837	 40.317081	 41.276135	 41.508540	     	  0.985340	  0.973986	  0.970222	  0.980928	     
10575	 42.136827	 40.422645	 41.327563	 41.664871	     	  0.985699	  0.974378	  0.970540	  0.981286	     
10576	 42.233861	 40.462987	 41.344837	 41.734831	     	  0.985794	  0.974428	  0.970563	  0.981361	     
10577	 42.683097	 40.626232	 41.509183	 42.065969	     	  0.986712	  0.975263	  0.971359	  0.982245	     
10578	 42.931063	 40.718405	 41.600333	 42.247366	     	  0.986862	  0.975401	  0.971395	  0.982374	     
10579	 42.889074	 40.715102	 41.592475	 42.221110	     	  0.986809	  0.975378	  0.971336	  0.982325	     
10580	 42.854586	 40.712055	 41.617241	 42.205383	     	  0.986667	  0.975232	  0.971267	  0.982195	     
10581	 42.989183	 40.774673	 41.624457	 42.298450	     	  0.986897	  0.975425	  0.971383	  0.982399	     
10582	 43.103644	 40.820532	 41.684478	 42.385964	     	  0.987071	  0.975542	  0.971541	  0.982561	     
10583	 43.055767	 40.822953	 41.670615	 42.356715	     	  0.987026	  0.975528	  0.971455	  0.982514	     
10584	 42.976015	 40.828187	 41.695750	 42.317346	     	  0.986908	  0.975491	  0.971409	  0.982422	     
10585	 43.224926	 41.050226	 41.872719	 42.546024	     	  0.987320	  0.976437	  0.972264	  0.982997	     
10586	 43.441381	 41.249028	 42.046138	 42.749919	     	  0.987577	  0.977052	  0.972729	  0.983348	     
10587	 43.363356	 41.301131	 42.087310	 42.725453	     	  0.987560	  0.977113	  0.972739	  0.983349	     
10588	 43.324901	 41.308863	 42.140943	 42.715309	     	  0.987441	  0.976864	  0.972520	  0.983192	     
10589	 43.406790	 41.345075	 42.104840	 42.763992	     	  0.987645	  0.977120	  0.972660	  0.983393	     
10590	 43.500218	 41.450635	 42.221840	 42.864786	     	  0.987773	  0.977284	  0.972932	  0.983551	     
10591	 43.373395	 41.416813	 42.183273	 42.776253	     	  0.987620	  0.977155	  0.972803	  0.983406	     
10592	 43.265762	 41.396131	 42.233464	 42.718134	     	  0.987447	  0.976982	  0.972680	  0.983242	     
10593	 43.302710	 41.426734	 42.203972	 42.741193	     	  0.987627	  0.977088	  0.972726	  0.983387	     
10594	 43.321016	 41.398122	 42.244537	 42.753051	     	  0.987610	  0.976979	  0.972750	  0.983362	     
10595	 43.220172	 41.351251	 42.142666	 42.664244	     	  0.987496	  0.976854	  0.972563	  0.983234	     
10596	 43.264959	 41.452085	 42.307634	 42.744005	     	  0.987480	  0.976860	  0.972747	  0.983255	     
10597	 43.328098	 41.479866	 42.243541	 42.775499	     	  0.987661	  0.976981	  0.972763	  0.983398	     
10598	 43.393978	 41.514385	 42.335885	 42.839281	     	  0.987728	  0.977090	  0.972865	  0.983478	     
10599	 43.331202	 41.531448	 42.337921	 42.806536	     	  0.987742	  0.977139	  0.972969	  0.983512	     
10600	 43.513120	 41.724609	 42.542708	 42.995204	     	  0.987910	  0.977419	  0.973248	  0.983718	     
10601	 43.748617	 41.891221	 42.632855	 43.188066	     	  0.988343	  0.977791	  0.973757	  0.984154	     
10602	 43.832141	 42.028191	 42.762206	 43.292206	     	  0.988370	  0.978059	  0.974016	  0.984259	     
10603	 43.574673	 42.155475	 42.855472	 43.182778	     	  0.988040	  0.978360	  0.974402	  0.984154	     
10604	 43.461687	 42.335171	 43.138576	 43.199504	     	  0.987531	  0.978722	  0.975058	  0.983984	     
10605	 43.700518	 42.622005	 43.243669	 43.425108	     	  0.987758	  0.979706	  0.975917	  0.984443	     
10606	 43.325459	 42.780644	 43.419925	 43.245038	     	  0.986712	  0.980322	  0.976510	  0.983947	     
10607	 43.638863	 43.204636	 43.793550	 43.588372	     	  0.986597	  0.981546	  0.977800	  0.984289	     
10608	 46.755227	 44.792842	 45.089981	 46.061911	     	  0.990879	  0.985894	  0.983128	  0.988756	     
10609	 45.249217	 44.929873	 44.765841	 45.110993	     	  0.988606	  0.986539	  0.983588	  0.987425	     
10610	 44.237841	 44.640458	 44.630470	 44.366378	     	  0.985538	  0.985447	  0.982934	  0.985089	     
10611	 42.248693	 43.566906	 43.448677	 42.629116	     	  0.974903	  0.980806	  0.977146	  0.976261	     
10612	 46.879469	 48.161771	 47.544609	 47.177291	     	  0.985761	  0.992227	  0.991105	  0.987729	     
10613	 25.881350	 32.270857	 31.329689	 27.116427	  min	  0.685946	  0.763506	  0.723358	  0.705108	     
10614	 28.453887	 33.207211	 32.361876	 29.476388	     	  0.788432	  0.794960	  0.764541	  0.785538	     
10615	 28.481831	 33.507284	 32.688801	 29.547950	     	  0.793342	  0.800521	  0.772902	  0.791132	     
10616	 29.519082	 33.295116	 32.547596	 30.383518	     	  0.828665	  0.802144	  0.774909	  0.815286	     
10617	 32.558296	 35.405785	 34.673241	 33.235608	     	  0.893213	  0.846784	  0.827585	  0.874537	     
10618	 33.315029	 36.112706	 35.279666	 33.969031	     	  0.905139	  0.861431	  0.841697	  0.887281	     
10619	 34.763824	 37.071942	 36.373850	 35.320659	     	  0.926974	  0.881544	  0.866558	  0.909333	     
10620	 36.573823	 37.440395	 36.781983	 36.741839	     	  0.944837	  0.890430	  0.877889	  0.924611	     
10621	 37.075545	 38.527174	 37.759268	 37.398343	     	  0.948731	  0.908066	  0.895226	  0.933036	     
10622	 37.547462	 38.607313	 37.844780	 37.757074	     	  0.948974	  0.911426	  0.897623	  0.934158	     
10623	 38.166199	 39.220206	 38.517930	 38.383850	     	  0.955512	  0.924218	  0.913453	  0.943286	     
10624	 38.631833	 38.974630	 38.359172	 38.639876	     	  0.954994	  0.924673	  0.914190	  0.943140	     
10625	 39.500230	 40.276059	 39.634517	 39.643003	     	  0.963550	  0.942812	  0.934302	  0.955219	     
10626	 40.167959	 40.884433	 40.361324	 40.311922	     	  0.963409	  0.948423	  0.941500	  0.957260	     
10627	 40.083296	 41.082078	 40.590763	 40.318060	     	  0.965599	  0.954373	  0.947867	  0.960773	     
10628	 39.056134	 40.648065	 40.108386	 39.451469	     	  0.949695	  0.949274	  0.940645	  0.948117	     
10629	 40.418005	 41.746513	 41.223637	 40.743191	     	  0.965401	  0.961668	  0.955649	  0.963153	     
10630	 40.818147	 42.245368	 41.731410	 41.172203	     	  0.962980	  0.964084	  0.957976	  0.962330	     
10631	 40.732221	 42.405067	 41.925255	 41.157650	     	  0.965275	  0.967805	  0.962216	  0.965187	     
10632	 39.633148	 41.835301	 41.245856	 40.178404	     	  0.947432	  0.961376	  0.953798	  0.950817	     
10633	 41.004993	 42.923609	 42.464695	 41.496934	     	  0.964587	  0.971060	  0.965934	  0.965891	     
10634	 41.068884	 43.097520	 42.577528	 41.580397	     	  0.959337	  0.970242	  0.964464	  0.962009	     
10635	 41.409514	 43.074712	 42.606377	 41.834520	     	  0.967209	  0.972083	  0.967075	  0.967999	     
10636	 40.249049	 42.589999	 42.012902	 40.829355	     	  0.951451	  0.966510	  0.960060	  0.955396	     
10637	 42.590064	 43.548741	 43.259180	 42.844076	     	  0.979058	  0.980192	  0.979530	  0.979325	     
10638	 44.627040	 44.741287	 44.412287	 44.609178	     	  0.980565	  0.983301	  0.982334	  0.981316	     
10639	 43.688153	 43.547121	 43.592526	 43.648330	     	  0.979011	  0.977503	  0.977831	  0.978563	     
10640	 43.941642	 43.943814	 43.655825	 43.893038	     	  0.976875	  0.980262	  0.978510	  0.977712	     
10641	 42.487601	 42.779489	 43.006533	 42.618113	     	  0.971274	  0.973378	  0.974050	  0.972087	     
10642	 42.954644	 42.929763	 42.953932	 42.950369	     	  0.971568	  0.971875	  0.973075	  0.971870	     
10643	 42.052994	 42.526781	 42.644372	 42.223245	     	  0.968689	  0.971017	  0.971765	  0.969589	     
10644	 42.867255	 43.654386	 43.348089	 43.067657	     	  0.969256	  0.975290	  0.973925	  0.971040	     
10645	 41.545478	 42.599430	 42.741427	 41.888910	     	  0.963593	  0.968984	  0.970874	  0.965705	     
10646	 42.670442	 43.083176	 43.485194	 42.864134	     	  0.969287	  0.970952	  0.974156	  0.970376	     
10647	 42.281687	 42.952421	 43.359635	 42.552649	     	  0.969479	  0.972130	  0.975735	  0.970963	     
10648	 43.759285	 44.169863	 44.189982	 43.895017	     	  0.974748	  0.978119	  0.979094	  0.976034	     
10649	 43.232511	 44.017376	 44.250151	 43.512199	     	  0.975251	  0.980876	  0.981204	  0.977181	     
10650	 44.961402	 45.317017	 45.210831	 45.059816	     	  0.981634	  0.985753	  0.984750	  0.982840	     
10651	 44.809098	 45.292415	 45.274918	 44.961595	     	  0.983045	  0.988590	  0.986715	  0.984580	     
10652	 45.758451	 46.108767	 45.544655	 45.778064	     	  0.984929	  0.989075	  0.987344	  0.986022	     
10653	 45.158983	 45.880135	 45.563067	 45.337661	     	  0.983700	  0.989314	  0.987559	  0.985279	     
10654	 45.690901	 46.027563	 45.497906	 45.712052	     	  0.984352	  0.988508	  0.986583	  0.985417	     
10655	 45.860491	 46.048728	 45.632761	 45.852234	     	  0.984572	  0.988612	  0.986752	  0.985609	     
10656	 48.157473	 47.385531	 47.379708	 47.883537	     	  0.989834	  0.990581	  0.990221	  0.990023	     
10657	 45.786657	 46.002757	 45.978195	 45.853534	     	  0.986712	  0.988791	  0.988209	  0.987308	     
10658	 45.556143	 45.612458	 45.651838	 45.581316	     	  0.985978	  0.986669	  0.985947	  0.986088	     
10659	 43.393416	 43.277102	 43.810114	 43.440242	     	  0.979311	  0.977727	  0.978986	  0.978993	     
10660	 45.475872	 44.791191	 44.700600	 45.218582	     	  0.985572	  0.983831	  0.983022	  0.984857	     
10661	 44.086717	 44.330742	 44.585218	 44.206393	     	  0.982208	  0.981764	  0.982461	  0.982176	     
10662	 42.357421	 42.283699	 42.855870	 42.424022	     	  0.973156	  0.969438	  0.973125	  0.972531	     
10663	 43.246984	 43.440514	 43.649271	 43.343635	     	  0.978990	  0.977122	  0.978007	  0.978515	     
10664	 44.452603	 43.712032	 43.631161	 44.176295	     	  0.982747	  0.978295	  0.976970	  0.981042	     
10665	 43.066239	 43.257026	 43.442044	 43.158319	     	  0.979319	  0.976217	  0.976268	  0.978294	     
10666	 43.177271	 42.653014	 43.152949	 43.081403	     	  0.978396	  0.971230	  0.972980	  0.976299	     
10667	 42.321072	 42.446871	 42.930417	 42.438054	     	  0.975868	  0.971089	  0.972989	  0.974592	     
10668	 43.440887	 42.533212	 42.897997	 43.184007	     	  0.978722	  0.971047	  0.971863	  0.976299	     
10669	 41.049588	 40.652685	 41.703218	 41.081575	     	  0.966884	  0.958782	  0.963672	  0.964998	     
10670	 41.402506	 41.314929	 42.190890	 41.509223	     	  0.966965	  0.960404	  0.965179	  0.965573	     
10671	 41.483513	 41.435726	 42.209258	 41.588146	     	  0.967644	  0.961730	  0.966813	  0.966520	     
10672	 42.447184	 41.567213	 41.912899	 42.197186	     	  0.970081	  0.960864	  0.963425	  0.967435	     
10673	 40.285740	 40.309615	 40.350985	 40.300526	     	  0.958782	  0.948530	  0.948247	  0.955318	     
10674	 39.747131	 39.992860	 39.863674	 39.806518	     	  0.948485	  0.943803	  0.940924	  0.946445	     
10675	 40.047669	 40.715547	 39.774192	 40.104166	     	  0.949622	  0.951693	  0.940781	  0.948494	     
10676	 42.192580	 42.246579	 41.093547	 41.997536	     	  0.962640	  0.961988	  0.954609	  0.961193	     
10677	 38.412993	 41.321695	 40.489276	 39.091803	     	  0.943511	  0.953761	  0.949060	  0.946144	     
10678	 40.450252	 42.054671	 41.443265	 40.838625	     	  0.956000	  0.955140	  0.952519	  0.955276	     
10679	 40.036615	 41.576830	 41.085958	 40.424956	     	  0.961208	  0.952425	  0.952570	  0.958304	     
