Frame	 PSNR-Y 	 PSNR-U 	 PSNR-V 	 PSNR-All 	 Frame	  SSIM-Y	  SSIM-U	  SSIM-V	  SSIM-All	 Frame 
 2622	 47.420334	 48.894119	 49.924326	 47.980399	     	  0.980652	  0.986240	  0.988454	  0.982883	     
 2623	 47.311160	 48.782511	 49.819680	 47.871378	     	  0.981104	  0.986156	  0.988284	  0.983143	     
 2624	 47.651686	 49.041023	 50.170164	 48.201787	     	  0.980620	  0.986366	  0.988766	  0.982935	     
 2625	 47.125490	 48.685527	 49.752843	 47.710113	     	  0.980428	  0.985880	  0.988066	  0.982610	     
 2626	 47.527137	 48.896142	 49.924183	 48.061423	     	  0.981116	  0.986300	  0.988478	  0.983207	     
 2627	 47.106439	 48.720709	 49.694119	 47.694089	     	  0.980510	  0.985963	  0.988049	  0.982675	     
 2628	 47.684848	 49.130714	 50.236478	 48.246177	     	  0.980602	  0.986704	  0.988908	  0.983003	     
 2629	 47.268975	 48.742333	 49.710928	 47.822331	     	  0.980230	  0.985958	  0.988127	  0.982501	     
 2630	 47.363731	 48.819506	 49.914338	 47.926298	     	  0.980121	  0.986063	  0.988272	  0.982470	     
 2631	 47.144441	 48.729657	 49.785084	 47.733791	     	  0.979991	  0.985977	  0.988184	  0.982354	     
 2632	 48.025630	 49.103770	 50.216626	 48.496112	     	  0.982396	  0.986601	  0.988882	  0.984178	     
 2633	 47.455088	 48.685120	 49.690878	 47.952280	     	  0.983069	  0.986487	  0.988577	  0.984557	     
 2634	 46.702717	 48.177213	 49.413798	 47.284475	     	  0.980959	  0.985330	  0.988055	  0.982870	     
 2635	 46.297901	 47.997804	 49.345346	 46.942963	     	  0.981028	  0.985410	  0.987910	  0.982905	     
 2636	 47.960760	 48.795232	 50.074515	 48.386417	     	  0.982690	  0.986126	  0.988677	  0.984260	     
 2637	 47.111814	 48.295073	 49.480232	 47.616981	     	  0.982859	  0.985681	  0.988141	  0.984210	     
 2638	 48.074894	 48.774043	 50.120675	 48.472053	     	  0.982993	  0.985798	  0.988731	  0.984417	     
 2639	 47.907065	 48.791917	 50.061647	 48.344928	     	  0.982435	  0.985644	  0.988532	  0.983986	     
 2640	 49.279639	 49.381850	 50.609118	 49.492483	     	  0.986571	  0.986431	  0.989184	  0.986983	     
 2641	 47.318978	 48.798550	 49.997728	 47.898112	     	  0.982443	  0.986314	  0.988827	  0.984152	     
 2642	 47.568237	 49.069825	 50.266580	 48.152358	     	  0.981367	  0.986431	  0.989048	  0.983491	     
 2643	 47.191456	 48.755982	 50.061823	 47.801360	     	  0.980817	  0.986348	  0.988778	  0.983066	     
 2644	 47.497104	 48.977703	 50.095563	 48.068056	     	  0.980433	  0.985914	  0.988661	  0.982718	     
 2645	 46.902443	 48.699084	 49.903438	 47.555542	     	  0.979836	  0.985842	  0.988421	  0.982268	     
 2646	 47.385884	 48.947933	 50.119394	 47.981710	     	  0.980272	  0.986208	  0.988791	  0.982681	     
 2647	 46.969783	 48.699772	 49.816844	 47.599135	     	  0.979807	  0.985761	  0.988366	  0.982226	     
 2648	 47.471413	 49.112622	 50.256236	 48.082930	     	  0.979940	  0.986411	  0.988962	  0.982522	     
 2649	 47.092904	 48.719176	 49.755637	 47.689965	     	  0.980076	  0.985812	  0.988309	  0.982404	     
 2650	 47.292311	 48.854926	 49.996135	 47.885179	     	  0.980141	  0.985937	  0.988558	  0.982510	     
 2651	 47.046803	 48.676135	 49.796023	 47.653147	     	  0.980002	  0.985691	  0.988259	  0.982326	     
 2652	 47.495948	 49.074414	 50.216200	 48.092607	     	  0.980150	  0.986304	  0.988932	  0.982640	     
 2653	 47.231944	 48.878305	 50.014798	 47.843939	     	  0.980519	  0.986345	  0.988675	  0.982849	     
 2654	 47.433326	 48.972437	 50.090824	 48.018284	     	  0.980675	  0.986263	  0.988819	  0.982964	     
 2655	 47.043665	 48.780058	 49.945629	 47.679306	     	  0.980013	  0.985903	  0.988537	  0.982416	     
 2656	 47.531556	 49.065802	 50.218394	 48.118888	     	  0.980350	  0.986399	  0.988915	  0.982786	     
 2657	 46.987080	 48.797232	 49.802528	 47.623539	     	  0.979710	  0.986070	  0.988383	  0.982215	     
 2658	 47.483694	 49.015436	 50.147343	 48.068301	     	  0.980566	  0.986506	  0.988967	  0.982956	     
 2659	 47.136338	 48.653370	 49.721546	 47.710809	     	  0.980229	  0.985659	  0.988294	  0.982478	     
 2660	 47.539166	 49.085249	 50.223091	 48.127782	     	  0.980341	  0.986297	  0.988825	  0.982748	     
 2661	 47.175092	 48.832292	 49.932395	 47.785918	     	  0.980264	  0.986112	  0.988589	  0.982626	     
 2662	 47.475832	 49.023161	 50.128939	 48.061435	     	  0.980239	  0.986350	  0.988915	  0.982703	     
 2663	 47.258978	 48.920174	 49.985981	 47.867236	     	  0.980218	  0.986355	  0.988730	  0.982660	     
 2664	 47.663697	 49.040604	 50.239754	 48.218149	     	  0.980716	  0.986307	  0.989017	  0.983031	     
 2665	 47.142936	 48.739014	 49.903211	 47.746008	     	  0.980300	  0.985999	  0.988583	  0.982630	     
 2666	 47.525797	 49.057838	 50.260266	 48.117704	     	  0.980971	  0.986536	  0.989113	  0.983256	     
 2667	 46.618962	 48.546982	 49.695821	 47.296002	     	  0.978397	  0.985706	  0.988353	  0.981274	     
 2668	 47.875905	 49.013357	 50.245333	 48.374621	     	  0.982025	  0.986160	  0.989002	  0.983877	     
 2669	 46.734769	 48.144397	 49.487233	 47.311865	     	  0.981049	  0.985234	  0.988218	  0.982941	     
 2670	 46.715598	 48.282465	 49.666568	 47.333732	     	  0.980311	  0.985292	  0.988370	  0.982484	     
 2671	 46.988196	 48.449583	 49.759091	 47.574237	     	  0.981181	  0.985800	  0.988559	  0.983181	     
 2672	 47.196796	 48.724230	 49.866568	 47.781457	     	  0.978671	  0.985493	  0.988067	  0.981374	     
 2673	 46.663418	 48.429547	 49.604410	 47.306742	     	  0.978907	  0.985410	  0.987978	  0.981503	     
 2674	 47.372666	 48.782686	 50.057209	 47.942907	     	  0.980533	  0.985755	  0.988441	  0.982722	     
 2675	 47.319502	 48.745741	 50.084524	 47.900147	     	  0.981384	  0.986162	  0.988800	  0.983416	     
 2676	 47.487378	 48.906158	 50.202967	 48.061991	     	  0.980019	  0.986077	  0.988707	  0.982477	     
 2677	 46.931384	 48.442692	 49.733743	 47.527359	     	  0.979786	  0.985575	  0.988119	  0.982139	     
 2678	 47.168359	 48.899448	 50.114063	 47.807619	     	  0.978904	  0.986071	  0.988544	  0.981705	     
 2679	 46.782223	 48.708871	 49.946145	 47.467366	     	  0.978568	  0.985931	  0.988470	  0.981446	     
 2680	 47.418526	 49.084733	 50.308486	 48.043838	     	  0.979371	  0.986282	  0.988920	  0.982115	     
 2681	 47.599698	 48.901608	 50.084642	 48.134129	     	  0.982029	  0.986523	  0.989095	  0.983956	     
 2682	 47.850525	 49.119244	 50.388549	 48.385914	     	  0.982166	  0.986598	  0.989277	  0.984090	     
 2683	 47.660456	 48.890772	 50.252179	 48.196024	     	  0.982413	  0.986550	  0.989257	  0.984243	     
 2684	 47.907732	 49.119504	 50.369097	 48.426953	     	  0.981528	  0.986403	  0.989158	  0.983612	     
 2685	 47.726840	 48.891940	 50.249814	 48.245913	     	  0.982536	  0.986626	  0.989647	  0.984403	     
 2686	 48.297438	 49.109032	 50.386299	 48.716799	     	  0.983114	  0.986331	  0.989368	  0.984692	     
 2687	 48.346440	 49.118297	 50.459406	 48.762452	     	  0.983104	  0.986399	  0.989385	  0.984700	     
 2688	 50.466727	 50.376615	 51.401851	 50.593604	     	  0.989221	  0.989289	  0.991347	  0.989587	     
 2689	 49.142619	 49.682786	 50.959620	 49.488126	     	  0.987387	  0.988745	  0.991124	  0.988236	     
 2690	 49.397719	 49.811207	 51.035925	 49.701266	     	  0.986943	  0.988445	  0.990895	  0.987852	     
 2691	 48.995430	 49.424042	 50.885378	 49.331531	     	  0.986670	  0.988612	  0.991393	  0.987781	     
 2692	 49.769085	 50.210171	 51.670052	 50.108502	     	  0.987645	  0.989277	  0.991965	  0.988637	     
 2693	 48.384586	 48.943544	 50.369665	 48.752721	     	  0.985399	  0.987855	  0.991164	  0.986769	     
 2694	 48.903364	 49.264917	 50.601654	 49.205735	     	  0.986349	  0.988048	  0.991220	  0.987444	     
 2695	 48.340146	 49.018881	 50.482733	 48.745046	     	  0.985563	  0.987395	  0.991081	  0.986788	     
 2696	 49.308485	 49.476402	 51.015404	 49.579456	     	  0.986952	  0.987631	  0.991399	  0.987806	     
 2697	 48.361020	 48.719802	 50.276084	 48.688562	     	  0.985569	  0.986379	  0.990612	  0.986545	     
 2698	 49.015038	 48.831805	 50.559935	 49.204589	     	  0.986397	  0.986321	  0.990944	  0.987142	     
 2699	 48.721297	 48.459758	 50.417973	 48.914695	     	  0.985906	  0.985324	  0.990598	  0.986591	     
 2700	 49.217701	 48.795122	 50.754095	 49.361766	     	  0.986091	  0.985605	  0.990729	  0.986783	     
 2701	 47.592049	 47.014355	 49.633193	 47.763851	     	  0.982406	  0.982004	  0.989642	  0.983545	     
 2702	 47.368125	 47.298544	 49.703206	 47.667558	     	  0.981239	  0.981884	  0.989431	  0.982712	     
 2703	 47.247593	 46.800005	 49.561381	 47.473759	     	  0.981462	  0.980573	  0.989231	  0.982609	     
 2704	 35.620719	 37.337402	 40.504926	 36.414040	     	  0.919283	  0.879441	  0.931784	  0.914726	     
 2705	 38.277752	 38.910245	 41.654003	 38.796830	     	  0.952770	  0.905339	  0.938452	  0.942479	     
 2706	 38.486335	 39.115357	 41.865729	 39.005120	     	  0.955595	  0.907395	  0.939996	  0.944962	     
 2707	 38.415839	 39.110914	 41.827086	 38.948034	     	  0.954932	  0.908000	  0.940229	  0.944659	     
 2708	 36.850300	 38.410403	 41.362844	 37.597174	     	  0.945003	  0.897448	  0.936263	  0.935620	     
 2709	 40.547997	 40.809803	 42.921280	 40.909734	     	  0.969149	  0.931942	  0.948214	  0.959459	     
 2710	 40.807452	 40.925948	 42.972755	 41.122251	     	  0.970740	  0.932850	  0.948415	  0.960704	     
 2711	 40.490927	 40.708962	 42.754853	 40.833588	     	  0.969355	  0.931582	  0.947878	  0.959480	     
 2712	 40.016748	 40.469956	 42.669738	 40.439254	     	  0.968270	  0.928356	  0.947175	  0.958102	     
 2713	 41.700251	 41.771409	 43.748114	 41.993846	     	  0.974362	  0.943509	  0.954896	  0.965976	     
 2714	 41.907715	 41.905587	 43.892189	 42.181285	     	  0.975361	  0.944688	  0.955300	  0.966906	     
 2715	 41.786301	 41.855114	 43.817424	 42.077618	     	  0.975313	  0.944604	  0.955015	  0.966812	     
 2716	 41.875780	 41.954699	 43.917250	 42.170023	     	  0.976039	  0.945206	  0.955556	  0.967486	     
 2717	 41.940663	 41.950990	 43.885496	 42.211967	     	  0.975229	  0.945641	  0.955464	  0.967003	     
 2718	 42.222288	 42.062247	 43.965099	 42.439730	     	  0.975939	  0.946287	  0.955827	  0.967645	     
 2719	 42.191286	 41.974481	 43.876711	 42.391598	     	  0.976434	  0.946190	  0.955133	  0.967843	     
 2720	 42.267772	 42.031100	 43.931992	 42.461919	     	  0.977323	  0.946277	  0.955195	  0.968461	     
 2721	 42.206164	 41.910265	 43.824754	 42.383916	     	  0.976434	  0.945546	  0.954470	  0.967626	     
 2722	 42.287731	 41.938344	 43.864477	 42.450476	     	  0.976352	  0.945367	  0.954232	  0.967501	     
 2723	 42.173995	 41.873054	 43.816468	 42.353659	     	  0.975877	  0.945137	  0.953926	  0.967095	     
 2724	 42.229916	 41.920024	 43.834136	 42.403344	     	  0.976303	  0.945013	  0.953854	  0.967347	     
 2725	 42.094995	 41.825223	 43.736750	 42.280359	     	  0.975306	  0.944538	  0.953362	  0.966521	     
 2726	 42.199334	 41.858501	 43.769232	 42.362858	     	  0.975224	  0.944384	  0.953320	  0.966433	     
 2727	 42.052751	 41.786543	 43.745463	 42.244817	     	  0.974149	  0.944177	  0.953336	  0.965685	     
 2728	 42.200780	 41.862265	 43.773481	 42.365075	     	  0.975356	  0.944222	  0.953152	  0.966466	     
 2729	 42.134375	 41.754686	 43.643311	 42.283215	     	  0.975675	  0.943799	  0.952604	  0.966517	     
 2730	 42.261620	 41.814930	 43.691698	 42.388112	     	  0.976402	  0.944014	  0.952726	  0.967058	     
 2731	 42.110145	 41.759626	 43.635484	 42.266459	     	  0.975890	  0.943951	  0.952565	  0.966679	     
 2732	 42.267798	 41.829726	 43.713184	 42.397815	     	  0.976474	  0.944086	  0.952671	  0.967109	     
 2733	 42.185872	 41.813685	 43.706271	 42.337520	     	  0.975829	  0.944322	  0.952802	  0.966740	     
 2734	 42.334965	 41.851050	 43.745325	 42.451917	     	  0.976743	  0.944169	  0.952768	  0.967318	     
 2735	 42.377384	 41.883687	 43.775306	 42.490922	     	  0.976823	  0.944475	  0.952991	  0.967459	     
 2736	 41.163885	 41.429042	 43.299241	 41.500615	     	  0.975351	  0.942390	  0.952161	  0.965992	     
 2737	 41.505827	 41.432931	 43.281599	 41.742850	     	  0.976313	  0.942626	  0.951785	  0.966611	     
 2738	 41.703441	 41.488478	 43.333744	 41.897528	     	  0.976785	  0.942698	  0.951598	  0.966906	     
 2739	 41.644288	 41.469135	 43.295030	 41.848084	     	  0.976602	  0.942537	  0.951465	  0.966735	     
 2740	 41.726483	 41.491767	 43.322970	 41.912886	     	  0.977076	  0.942556	  0.951443	  0.967051	     
 2741	 41.639754	 41.419007	 43.291169	 41.835302	     	  0.976471	  0.942119	  0.951187	  0.966532	     
 2742	 41.741484	 41.458788	 43.302483	 41.914754	     	  0.976861	  0.942260	  0.951180	  0.966814	     
 2743	 41.658906	 41.415544	 43.268633	 41.845312	     	  0.976762	  0.942185	  0.951216	  0.966742	     
 2744	 41.724292	 41.450821	 43.307354	 41.901936	     	  0.977197	  0.942293	  0.951446	  0.967088	     
 2745	 41.622893	 41.392738	 43.279495	 41.817332	     	  0.976854	  0.941952	  0.951191	  0.966760	     
 2746	 41.678052	 41.406766	 43.270073	 41.857179	     	  0.976813	  0.941844	  0.950981	  0.966679	     
 2747	 41.642803	 41.399950	 43.275986	 41.832113	     	  0.976640	  0.941898	  0.951141	  0.966600	     
 2748	 41.735549	 41.438971	 43.344368	 41.912005	     	  0.976796	  0.942065	  0.951503	  0.966792	     
 2749	 41.634312	 41.390114	 43.265570	 41.823144	     	  0.976228	  0.941519	  0.951096	  0.966254	     
 2750	 41.652879	 41.380973	 43.269064	 41.834793	     	  0.976013	  0.941324	  0.950882	  0.966043	     
 2751	 41.581973	 41.348850	 43.244617	 41.776585	     	  0.975657	  0.941242	  0.950760	  0.965772	     
 2752	 41.667166	 41.365943	 43.272598	 41.842353	     	  0.975956	  0.941060	  0.950579	  0.965910	     
 2753	 41.662058	 41.349953	 43.273053	 41.835885	     	  0.976646	  0.941133	  0.950828	  0.966424	     
 2754	 41.715739	 41.358573	 43.260519	 41.873166	     	  0.976883	  0.941009	  0.950607	  0.966525	     
 2755	 41.640312	 41.312991	 43.208045	 41.806100	     	  0.976689	  0.940886	  0.950282	  0.966321	     
 2756	 41.696325	 41.355209	 43.231432	 41.855586	     	  0.976539	  0.940974	  0.950330	  0.966244	     
 2757	 41.660382	 41.340541	 43.237733	 41.828726	     	  0.976582	  0.940910	  0.950470	  0.966285	     
 2758	 41.702236	 41.360214	 43.260507	 41.864133	     	  0.976585	  0.940868	  0.950408	  0.966269	     
 2759	 41.675999	 41.336186	 43.235876	 41.838504	     	  0.976896	  0.940761	  0.950488	  0.966472	     
 2760	 41.724327	 41.355875	 43.266443	 41.879312	     	  0.976694	  0.940934	  0.950618	  0.966388	     
 2761	 41.639562	 41.337676	 43.239590	 41.813977	     	  0.976709	  0.941284	  0.950901	  0.966504	     
 2762	 41.724761	 41.399246	 43.332095	 41.895647	     	  0.976773	  0.941906	  0.951481	  0.966747	     
 2763	 41.678728	 41.388326	 43.320479	 41.860266	     	  0.976899	  0.942295	  0.951865	  0.966960	     
 2764	 41.797259	 41.471551	 43.397037	 41.967203	     	  0.977063	  0.943015	  0.952552	  0.967303	     
 2765	 41.733550	 41.428422	 43.340526	 41.908195	     	  0.977207	  0.943067	  0.952507	  0.967400	     
 2766	 41.850017	 41.487592	 43.391900	 42.006106	     	  0.977537	  0.943642	  0.952714	  0.967750	     
 2767	 41.752664	 41.424207	 43.357537	 41.922706	     	  0.977337	  0.943329	  0.952539	  0.967536	     
 2768	 41.883679	 41.508572	 43.433210	 42.038309	     	  0.977708	  0.943706	  0.952802	  0.967890	     
 2769	 41.691436	 41.421797	 43.370903	 41.881302	     	  0.976857	  0.942943	  0.952392	  0.967127	     
 2770	 41.737262	 41.441083	 43.364564	 41.916003	     	  0.976687	  0.942779	  0.952224	  0.966959	     
 2771	 41.625260	 41.383216	 43.319321	 41.821951	     	  0.976329	  0.942566	  0.952323	  0.966701	     
 2772	 41.814929	 41.499997	 43.489659	 41.995809	     	  0.976604	  0.943488	  0.953184	  0.967181	     
 2773	 41.611079	 41.427024	 43.422397	 41.832118	     	  0.975037	  0.942899	  0.952634	  0.965947	     
 2774	 41.692942	 41.486008	 43.470447	 41.905868	     	  0.974197	  0.943230	  0.952964	  0.965497	     
 2775	 41.431415	 41.423506	 43.435524	 41.706160	     	  0.971075	  0.942994	  0.952970	  0.963377	     
 2776	 41.641704	 41.530528	 43.512573	 41.882846	     	  0.972346	  0.943789	  0.953404	  0.964429	     
 2777	 41.267099	 41.485714	 43.401304	 41.595782	     	  0.968516	  0.943724	  0.952794	  0.961764	     
 2778	 41.147536	 41.473646	 43.372768	 41.504367	     	  0.967081	  0.943829	  0.952617	  0.960795	     
 2779	 41.214569	 41.504578	 43.394097	 41.560349	     	  0.967609	  0.944363	  0.953037	  0.961306	     
 2780	 41.512805	 41.567139	 43.427641	 41.788447	     	  0.970289	  0.944992	  0.953074	  0.963203	     
 2781	 41.260074	 41.518812	 43.376892	 41.593671	     	  0.967789	  0.944935	  0.953007	  0.961516	     
 2782	 41.683920	 41.598159	 43.454517	 41.918032	     	  0.971699	  0.945515	  0.953194	  0.964251	     
 2783	 41.802761	 41.635837	 43.527686	 42.016849	     	  0.972683	  0.945865	  0.953725	  0.965054	     
 2784	 43.250583	 43.398894	 44.984973	 43.521478	     	  0.981396	  0.962360	  0.965052	  0.975499	     
 2785	 42.716515	 43.155232	 44.745711	 43.070268	     	  0.978353	  0.961409	  0.964376	  0.973199	     
 2786	 43.064575	 43.287706	 44.874484	 43.357150	     	  0.979432	  0.961850	  0.964739	  0.974053	     
 2787	 42.706537	 43.119509	 44.757156	 43.058493	     	  0.977999	  0.961344	  0.964352	  0.972949	     
 2788	 43.136778	 43.324291	 44.991775	 43.428567	     	  0.979528	  0.962240	  0.965266	  0.974270	     
 2789	 42.817611	 43.207651	 44.934376	 43.173189	     	  0.977590	  0.962227	  0.965209	  0.972966	     
 2790	 43.058951	 43.363929	 45.036794	 43.384743	     	  0.976828	  0.962719	  0.965474	  0.972584	     
 2791	 42.533446	 43.265306	 44.949509	 42.976382	     	  0.972681	  0.962515	  0.965484	  0.969787	     
 2792	 43.048449	 43.488610	 45.139006	 43.409349	     	  0.976267	  0.963378	  0.966312	  0.972460	     
 2793	 42.284239	 43.300667	 44.953216	 42.796679	     	  0.970272	  0.962550	  0.965649	  0.968214	     
 2794	 42.668428	 43.451994	 45.025364	 43.113080	     	  0.972828	  0.962821	  0.965872	  0.970001	     
 2795	 42.239997	 43.371791	 44.927646	 42.771263	     	  0.970260	  0.962520	  0.965702	  0.968210	     
 2796	 42.859418	 43.542223	 45.109585	 43.276843	     	  0.974372	  0.963510	  0.966360	  0.971226	     
 2797	 42.576274	 43.381607	 45.025963	 43.034141	     	  0.974301	  0.963230	  0.966586	  0.971170	     
 2798	 42.606065	 43.476091	 45.055834	 43.073831	     	  0.971498	  0.963234	  0.966087	  0.969219	     
 2799	 42.216724	 43.339982	 44.935776	 42.749924	     	  0.969290	  0.962667	  0.965660	  0.967581	     
 2800	 42.973176	 43.457170	 45.045854	 43.339211	     	  0.975923	  0.963124	  0.965853	  0.972111	     
 2801	 42.737756	 43.339631	 44.898390	 43.132546	     	  0.976428	  0.962853	  0.965776	  0.972390	     
 2802	 42.954699	 43.472530	 45.030244	 43.326527	     	  0.975893	  0.962991	  0.965864	  0.972071	     
 2803	 42.589369	 43.318493	 44.904726	 43.021112	     	  0.974644	  0.962306	  0.965490	  0.971062	     
 2804	 42.833250	 43.427098	 44.926402	 43.219224	     	  0.973962	  0.962212	  0.965143	  0.970534	     
 2805	 42.542783	 43.317273	 44.816706	 42.977054	     	  0.973603	  0.961872	  0.965129	  0.970235	     
 2806	 42.743509	 43.408999	 44.920871	 43.150203	     	  0.973738	  0.962000	  0.965064	  0.970336	     
 2807	 42.483939	 43.289882	 44.875437	 42.935732	     	  0.973058	  0.961818	  0.965067	  0.969853	     
 2808	 42.722533	 43.405010	 44.907121	 43.132691	     	  0.972462	  0.962072	  0.964796	  0.969452	     
 2809	 42.436384	 43.295766	 44.868975	 42.900715	     	  0.972149	  0.962172	  0.964968	  0.969289	     
 2810	 42.627923	 43.390906	 44.916328	 43.061996	     	  0.972175	  0.962284	  0.964865	  0.969308	     
 2811	 42.350718	 43.293439	 44.855263	 42.835216	     	  0.971307	  0.962186	  0.964847	  0.968710	     
 2812	 42.557985	 43.357349	 44.857401	 42.998857	     	  0.970766	  0.961822	  0.964287	  0.968196	     
 2813	 42.326025	 43.332376	 44.874386	 42.824583	     	  0.970777	  0.961889	  0.964633	  0.968271	     
 2814	 42.498655	 43.355660	 44.845415	 42.953452	     	  0.970937	  0.961457	  0.964145	  0.968225	     
 2815	 42.210285	 43.244789	 44.758265	 42.712966	     	  0.969688	  0.961099	  0.963952	  0.967301	     
 2816	 42.275116	 43.298584	 44.725235	 42.765884	     	  0.968055	  0.960787	  0.963319	  0.966055	     
 2817	 42.159451	 43.253965	 44.713462	 42.671557	     	  0.968819	  0.960909	  0.963408	  0.966599	     
 2818	 42.351546	 43.317460	 44.755570	 42.828874	     	  0.969324	  0.960920	  0.963453	  0.966945	     
 2819	 42.169404	 43.255308	 44.732736	 42.681225	     	  0.968968	  0.960998	  0.963555	  0.966737	     
 2820	 42.281225	 43.331945	 44.749777	 42.777955	     	  0.968235	  0.960964	  0.963426	  0.966222	     
 2821	 42.167909	 43.292208	 44.776616	 42.690015	     	  0.969002	  0.961368	  0.963902	  0.966880	     
 2822	 42.363282	 43.380868	 44.843761	 42.856395	     	  0.969484	  0.961574	  0.964062	  0.967262	     
 2823	 42.181341	 43.360163	 44.814001	 42.713782	     	  0.968791	  0.961585	  0.964060	  0.966801	     
 2824	 42.303458	 43.383224	 44.831398	 42.810691	     	  0.968517	  0.961464	  0.963842	  0.966562	     
 2825	 42.224600	 43.316601	 44.769543	 42.735395	     	  0.969537	  0.961435	  0.963751	  0.967222	     
 2826	 42.324921	 43.325089	 44.791776	 42.814018	     	  0.969615	  0.961152	  0.963679	  0.967215	     
 2827	 42.246298	 43.293519	 44.744778	 42.745672	     	  0.969771	  0.961038	  0.963420	  0.967257	     
 2828	 42.373765	 43.354787	 44.790894	 42.854740	     	  0.969336	  0.961077	  0.963473	  0.966982	     
 2829	 42.383404	 43.322192	 44.776146	 42.855475	     	  0.970100	  0.961049	  0.963465	  0.967486	     
 2830	 42.452290	 43.363249	 44.791881	 42.914466	     	  0.970115	  0.961106	  0.963495	  0.967510	     
 2831	 39.581204	 40.796859	 41.546714	 40.045350	     	  0.957811	  0.943346	  0.947537	  0.953688	     
 2832	 45.082841	 45.291993	 45.681218	 45.211937	     	  0.984288	  0.974500	  0.973463	  0.980852	     
 2833	 44.194406	 45.000283	 45.439020	 44.508437	     	  0.983587	  0.974612	  0.973712	  0.980445	     
 2834	 43.702200	 44.684732	 45.148870	 44.068870	     	  0.981999	  0.972448	  0.971711	  0.978692	     
 2835	 42.696695	 44.505051	 44.919782	 43.269350	     	  0.979866	  0.971915	  0.971090	  0.977078	     
 2836	 44.009006	 44.872258	 45.247649	 44.330723	     	  0.981856	  0.972734	  0.971897	  0.978675	     
 2837	 42.431275	 43.800137	 44.358576	 42.912028	     	  0.978782	  0.967390	  0.967898	  0.975069	     
 2838	 43.495167	 44.402834	 44.796917	 43.831866	     	  0.980096	  0.970336	  0.969666	  0.976731	     
 2839	 42.434246	 43.782544	 44.279475	 42.902321	     	  0.977318	  0.967150	  0.967756	  0.974030	     
 2840	 43.708118	 45.117941	 45.352116	 44.159539	     	  0.979375	  0.974072	  0.972809	  0.977397	     
 2841	 42.523652	 43.870501	 44.332596	 42.987110	     	  0.976781	  0.967926	  0.968786	  0.973973	     
 2842	 43.502057	 44.787505	 45.042363	 43.923428	     	  0.978028	  0.972798	  0.971989	  0.976150	     
 2843	 42.484223	 43.775610	 44.282785	 42.938828	     	  0.975021	  0.967875	  0.968951	  0.972818	     
 2844	 43.553604	 45.039624	 45.246776	 44.021344	     	  0.977202	  0.974010	  0.973111	  0.975988	     
 2845	 42.435436	 43.887979	 44.338307	 42.924530	     	  0.974060	  0.968975	  0.970021	  0.972539	     
 2846	 42.957982	 44.750149	 44.966759	 43.503650	     	  0.974659	  0.973016	  0.972527	  0.974030	     
 2847	 42.125329	 43.758867	 44.232631	 42.662388	     	  0.972682	  0.968023	  0.969857	  0.971435	     
 2848	 43.028054	 44.836710	 44.928791	 43.562776	     	  0.974077	  0.973084	  0.972262	  0.973609	     
 2849	 42.044127	 43.806644	 44.187724	 42.601887	     	  0.971567	  0.968621	  0.969764	  0.970776	     
 2850	 42.806423	 44.546696	 44.840888	 43.348609	     	  0.973034	  0.971806	  0.971902	  0.972641	     
 2851	 42.049807	 44.137154	 44.361392	 42.666554	     	  0.971173	  0.970689	  0.971026	  0.971068	     
 2852	 42.862183	 44.756740	 44.938414	 43.428522	     	  0.972095	  0.972204	  0.971819	  0.972067	     
 2853	 41.996057	 44.460174	 44.462085	 42.673210	     	  0.968730	  0.972341	  0.971498	  0.969793	     
 2854	 42.619992	 44.769821	 44.947398	 43.245899	     	  0.970466	  0.972815	  0.972291	  0.971162	     
 2855	 42.165577	 44.510543	 44.559051	 42.821364	     	  0.969853	  0.972680	  0.972059	  0.970692	     
 2856	 42.847358	 44.914970	 45.127691	 43.458221	     	  0.970931	  0.973217	  0.972837	  0.971630	     
 2857	 41.998310	 44.268478	 44.498562	 42.657358	     	  0.968708	  0.971570	  0.971903	  0.969717	     
 2858	 42.625773	 44.486507	 44.735159	 43.191832	     	  0.970122	  0.971600	  0.971530	  0.970603	     
 2859	 41.695645	 43.926125	 44.135899	 42.343532	     	  0.966103	  0.969124	  0.969402	  0.967156	     
 2860	 42.964776	 44.801346	 44.991399	 43.518095	     	  0.971054	  0.972770	  0.972317	  0.971551	     
 2861	 41.734306	 43.918900	 44.288407	 42.389254	     	  0.966981	  0.969116	  0.970257	  0.967883	     
 2862	 42.487403	 44.390906	 44.686292	 43.069104	     	  0.968617	  0.970603	  0.970779	  0.969309	     
 2863	 41.473003	 43.905499	 44.180378	 42.172627	     	  0.964937	  0.969114	  0.969705	  0.966427	     
 2864	 42.608353	 44.621950	 44.716819	 43.192924	     	  0.969500	  0.971403	  0.970772	  0.970029	     
 2865	 41.346952	 43.998024	 44.167909	 42.082329	     	  0.963558	  0.969638	  0.969376	  0.965541	     
 2866	 42.072456	 44.439394	 44.615803	 42.747216	     	  0.966023	  0.970719	  0.970041	  0.967475	     
 2867	 41.387162	 44.129938	 44.219614	 42.133467	     	  0.962840	  0.970509	  0.969167	  0.965173	     
 2868	 42.261842	 44.507604	 44.502001	 42.888956	     	  0.966772	  0.970635	  0.968761	  0.967748	     
 2869	 41.384771	 44.197124	 44.325833	 42.149437	     	  0.962219	  0.970681	  0.969407	  0.964827	     
